TIME,FIXED_CYCLES,FIXED_INSTRUCTIONS,L1D_CACHE_MISS_ST,L1D_CACHE_MISS_LD,BRANCH_MISPRED_NONSPEC
468077625,175341,208650,12658,1596,23
468077916,137430,250606,196,1129,1656
468078083,100592,230263,436,2182,18
469076625,2987222,9661329,111617,30355,26234
469076666,2986451,9406994,95253,31724,29506
469076750,2972691,8871761,83140,29521,29265
469077166,2988675,9579271,105339,28590,28837
469078208,2063903,5545844,7083,42755,281
469078666,2065269,5408106,23232,39412,7120
469079333,2066992,4272101,7594,21016,29556
470076625,165638,408397,181,1722,2623
470076708,1033571,3022992,5588,10255,22854
470076750,160500,538412,7810,2106,36
470076833,1126481,2912962,1656,11394,19446
470077458,446293,949028,556,4387,7467
470077666,377883,949331,6229,7406,72
471076625,1984902,6400194,86818,16782,10176
471076708,2988172,9317790,100186,29944,26735
471076750,2134364,6820959,93106,21216,7209
471076791,1366002,4093741,55159,14632,8377
471077875,2063877,5444718,19995,41493,324
471077958,2064239,5193773,22440,40878,297
471078208,2065423,5266099,24029,41512,1000
472076583,562995,1528739,1967,4940,10331
472076666,461442,1561249,20886,5076,95
472076708,585885,1546222,2075,5203,10562
472076750,256232,873862,12203,2389,32
472077416,436166,1006530,8633,8192,86
472077708,397179,1136579,1096,8301,90
472078166,2064899,4072984,20006,19621,19561
473076750,2988284,9617556,119843,32465,19119
473076791,2988136,9689389,116575,30355,29299
473076833,2987896,9185754,108234,28934,29770
473077291,2989713,9831022,124851,29101,19139
473078291,2064762,5392703,15777,43031,338
473078791,2064573,4997937,22578,35774,10095
473079000,2065767,4557255,20456,27515,18428
474076583,1123062,2739668,1720,10469,18101
474076666,124134,253018,139,934,1439
474076750,1119198,3273704,10108,13128,21988
474076791,120019,376867,6100,1648,22
474077458,887789,2295976,18969,16065,176
474077708,936467,2131527,2510,14316,9019
474077791,517219,1206537,17568,9186,121
475076708,2988039,8792036,82487,29332,27942
475076833,2650101,8397422,124234,25873,6239
475076875,2987887,8889321,102236,28803,29291
475077958,2064220,5265353,22187,42754,272
475078625,2065250,5394707,7293,41636,357
475079666,2067817,4794253,22182,32773,331
476076625,299073,951752,19614,3148,84
476076666,795036,2132986,1066,8692,14534
476077041,582548,1223040,810,5586,9370
476077458,380984,708807,491,3114,5016
476077833,213254,444082,226,2107,3471
477076625,99010,237432,200,916,1449
477076750,2988358,9375093,132946,29233,12848
477076791,100213,187179,84,579,896
477076833,2636130,7456020,61473,26840,30864
477078333,2066188,4716370,21627,31739,16417
477078375,2064543,5026216,23163,39333,6844
478076708,2987675,8596089,81359,29874,28557
478076750,2893420,8127388,70815,28871,29452
478076791,297793,837524,1281,2936,6713
478076875,2903059,8248900,75133,28712,27129
478077375,370427,896639,1530,7675,55
478077458,281205,542617,13993,4336,44
479076708,436297,1246740,1024,5063,9898
479076875,737960,2064866,3796,6577,15412
479076958,1177106,3756078,54163,11872,9088
479077000,735918,2795382,57561,6631,179
479078000,1551148,4073659,6397,31448,214
479078083,1558363,3026492,2009,12548,20447
479078208,1553097,3665493,21081,25095,9236
480076500,979865,2764848,4870,9257,20576
480076666,198719,689599,10291,2703,52
480076750,923703,2392590,1315,8518,14452
480076791,974267,3298777,63961,7909,191
481076500,267149,636565,317,2628,4210
481076541,238563,634011,202,2001,3306
481076583,190705,730363,12177,1954,37
481077041,58153,191898,3750,747,6
481077666,174823,361939,242,1709,2715
481077750,176152,325166,216,1456,2106
481078000,205763,505194,950,4324,48
482076750,2987000,9228966,98730,28765,26044
482076791,2988851,8779549,89442,31162,25083
482076875,2988908,9102764,94934,29774,26214
482077000,2989228,8880637,83564,29393,29463
482078083,624135,1475341,8086,11450,212
482078125,2063895,4685429,22115,31010,7258
482078166,2064518,5278218,22694,38236,3735
482078541,2065272,4994123,21346,32061,14460
483076625,2987235,9692297,123229,28911,29332
483076708,2176680,6510254,57152,21393,29537
483076791,2987179,9782361,133526,25603,24674
483076833,311032,1161027,18356,3598,83
483078041,1485790,2922776,3170,16151,15289
483078666,1484579,2663768,18357,12248,7258
484076625,1368873,4282006,63396,12218,6387
484076833,1221026,3120459,1474,12266,21177
484077000,1511090,4277541,13440,15110,30438
484077125,1318323,3359242,1475,13299,22311
484077750,903049,2203216,18974,17765,159
484077833,994140,2739303,3844,23081,141
484077916,851781,1825704,1052,8367,14162
484078041,630008,1171579,838,5011,8351
485076625,2986513,9788847,144652,28970,16556
485076750,2987230,9662210,140913,24993,18113
485076791,2988501,9742521,116817,28430,23117
485076833,389836,1090431,1470,3524,7212
485077333,239054,509315,318,2372,3692
485077541,239445,484264,16799,3363,41
485077875,236685,287752,16751,1960,58
486076666,2988166,9667436,118533,29172,20863
486077041,2988726,9274942,111229,28192,29335
486077166,2988984,9517377,112259,32407,22549
486077333,2989740,9647035,144126,26706,14584
486078291,2065715,4940291,22766,33931,12932
486078333,696008,1902892,2010,14826,210
486078375,2064705,4010320,3041,17309,26352
487076583,69578,241308,3145,1310,25
487076625,130850,317841,212,1603,2405
487076708,65783,219427,3766,1266,22
487076750,126927,352680,5775,1723,16
487077791,100517,179376,341,1743,24
487078083,2063619,5209372,22824,40841,3408
487078333,2063957,4151707,19798,20529,24977
488076791,429520,1431616,22018,4481,86
488076833,481377,1302879,1950,4417,9496
488077000,422472,1051090,428,3553,5722
488077125,482093,1402098,2330,5001,10634
488077708,324391,614061,432,2650,4136
488077833,337096,826789,17542,7374,62
488077916,220379,421378,281,1890,2786
488078000,294327,723630,1359,5750,70
489076750,2987234,9148367,100274,29952,24102
489076875,2988013,9600427,121094,27953,19879
489077041,2546684,8128780,125761,23555,9920
489077666,2989786,8694061,95397,30474,29369
489078958,2065630,4511837,21722,29978,12306
489079000,2065839,5610659,23646,43715,382
489079041,2065673,5315855,8152,39945,319
490076500,130044,376017,149,1625,2800
490076583,134203,302634,109,754,1208
490076625,359252,1047535,1567,3728,7816
490076666,418613,1101230,555,4483,7556
490077333,281334,706150,1109,5964,48
490077416,292604,592501,288,2755,4551
490077458,270225,566916,219,2634,4403
491076750,2988583,8858900,88282,29293,28113
491076791,2354030,7583019,96570,22701,14128
491076916,435885,1130405,610,4633,8126
491077250,2989067,9265608,138249,26694,9051
491078708,2066430,4589542,21228,29729,17078
491078750,2066399,4907378,22346,38483,5943
491079500,2067179,4815452,21750,32566,8965
492076583,2987329,9020716,106184,26651,29928
492076875,2275219,7432793,101202,21826,11511
492077000,2388449,7035469,63618,24478,30426
493076791,2509026,7590402,71140,25492,29193
493076833,1656988,5396671,82786,16397,4468
493076916,1661049,3993185,2286,16145,28955
493076958,2504797,7694661,89652,23831,18733
493078166,25664,34161,17,226,200
493078416,1833242,4839936,16583,37819,266
493078791,1854964,4164355,21997,33089,967
494076708,1963890,5567554,44321,19580,29420
494076750,2002364,5896788,45033,21779,28984
494076833,1901580,5606566,43679,19197,29546
494076875,2014611,4979232,12727,20725,30364
494077666,1251958,3363701,4447,28268,181
494077750,1375099,2634923,1945,11569,18711
494078041,1353229,3388618,21152,25798,224
495076625,1377263,4620397,67706,13999,248
495076750,2828939,8770224,87845,28988,29571
495076833,2605863,7872849,92088,27419,14933
495077875,2063872,5259718,22786,43273,414
495078333,2065129,3993072,19751,18871,22654
496076750,2473624,7671147,77555,24682,29605
496076833,2463533,7446476,71411,24992,30167
496076875,2512996,7545714,72825,23637,29328
496076958,2468039,7403623,82993,25847,30076
496078041,1753745,4591961,22445,37005,1291
496078083,1728042,4198384,21830,30874,6094
496078291,1843668,4214324,21594,26810,9618
497076625,90219,258640,145,1207,1880
497076666,716093,2043866,2565,6874,14383
497076750,13897,36010,26,167,197
497076791,36180,111499,2050,968,10
497077291,24093,45543,32,251,271
498076666,2345218,6806835,62076,25379,24937
498076708,1421114,4055137,45498,15535,14023
498076833,1435515,4173894,11125,15324,29054
498077750,843306,1980261,19163,15402,1453
498077833,800341,2196805,2667,17932,118
498078041,699589,1674432,17012,12430,132
498078083,882134,2061765,18786,16784,150
499076583,116237,338446,383,1375,2512
499076666,148300,507845,7508,2165,45
499076708,138561,368217,165,1524,2554
500076583,1299058,4364248,61871,12502,249
500076666,1308935,3727019,5968,12036,27538
500076750,1569256,5318555,74927,15652,13222
500076791,418183,1209624,1405,4663,9253
500077250,881760,1905132,1186,8610,14376
500077583,884153,1737334,1148,7471,12193
500077833,881027,2050255,19042,16310,1894
501076583,2987962,8827507,97175,29868,29866
501076666,4552,4731,0,0,0
501076708,26826,102173,1718,280,4
501076791,32126,31164,0,0,0
