TIME,FIXED_CYCLES,FIXED_INSTRUCTIONS,L1D_CACHE_MISS_ST,L1D_CACHE_MISS_LD,BRANCH_MISPRED_NONSPEC
501071625,483578,1688794,3608,4972,23
501071708,100404,133329,0,0,0
501072125,74713,172057,177,911,0
501072416,61713,91194,92,861,0
502071000,331923,844744,1788,1901,13
502071125,331276,1043630,4233,4704,122
502071291,1558107,5442689,12780,13995,55
503071000,89808,195847,383,1082,0
503071041,78320,167366,278,1124,3
503071125,788298,2251827,50334,7475,1253
503071166,2538600,8314716,73877,24819,2079
503071708,58191,118002,124,1217,52
503071750,60340,46591,2222,517,26
503071791,46918,84243,259,1099,62
504071125,601689,1629539,3134,3534,21
504071208,456243,1571067,3785,4641,16
504071250,602366,2231053,5340,6046,20
504071541,2203025,7224075,17128,16353,71
504071916,310243,637355,1119,5980,527
504072041,174111,448795,634,3793,319
505071333,73501,181647,409,1235,4
505071500,1118641,4080353,19294,12485,286
505071791,72453,84677,0,0,0
505071916,52150,128126,2283,1176,83
505072333,55931,79243,96,873,1
505072500,41931,56370,157,705,120
506070958,952495,2903090,5732,6784,27
506071083,253005,796249,10747,2924,778
506071125,948875,3353595,7684,9123,33
507071083,280720,849688,13208,3020,653
507071208,31684,91427,221,836,1
507071375,130486,438171,1002,1934,1
507071875,199512,562804,651,1818,3
507072041,184480,493691,766,1848,6
507072250,761340,1967485,3033,16654,1394
507072375,37158,59695,320,928,41
508071083,349773,1043850,14527,3621,1026
508071125,243985,693523,11082,2432,511
508071291,352811,665228,792,995,13
508071416,224783,474176,21707,1738,212
508072208,268068,539551,5031,4960,283
508072291,176122,443320,539,3837,220
509070875,106461,391996,1069,1543,6
509070958,123596,413677,6974,2110,235
509071291,73009,163108,233,697,7
510071291,701466,2609012,6781,6577,21
510071500,448197,1126445,1979,2183,12
510071791,1315195,4606806,10727,12683,55
510071833,448314,1415428,19624,4846,928
510072291,482411,1184215,2139,10228,990
510072375,483731,1452575,2251,4458,6
510072458,322142,891890,1313,3080,12
510072541,302619,880916,1497,2637,11
511070958,1570441,5712820,52473,17526,795
511071000,1905117,6955922,52260,17865,654
511071166,1574217,4984089,10107,12306,68
511071208,2039204,6669334,87008,19841,3467
511072083,1091612,2537276,3565,20345,2063
511072291,1000181,2520486,3393,22202,1802
511072500,1413914,3833928,9908,19145,455
511072541,812599,1945396,18778,14961,1136
512070875,4125,7860,0,0,0
512071000,459989,1618655,25267,5946,1459
512071041,946627,3522816,8165,9372,48
513071000,847721,2094176,3637,4195,23
513071083,513447,1900696,4361,5073,19
513071125,310382,1141618,2599,3348,13
513071208,610472,1764301,3742,4075,20
514071083,2480207,8548108,20861,19217,90
514071125,2479278,8679306,97598,25036,3633
514071166,137290,451461,829,1617,10
514071250,297530,956944,13627,3639,816
514071625,93072,215339,208,1987,125
514071791,92573,243449,382,1264,3
515070916,79066,102871,0,0,0
515071041,1564557,5196897,90177,15099,3632
515071083,1969230,6227420,102797,18961,4295
515071916,1085001,2751022,4776,23403,2337
515072000,1091782,3277852,5459,8985,35
515072083,54758,35897,399,671,56
516071041,1327193,4187223,9262,10135,41
516071166,488052,1696128,25651,7128,1477
516071333,304657,1084175,5402,4692,122
517070958,1868785,6485455,14022,16756,75
517071041,282896,943305,1885,3387,21
517071083,136998,418284,5724,2018,297
517071375,1990430,7054213,17238,16740,74
517071541,186500,436616,666,1682,2
517071791,200402,486203,819,4556,210
518070958,396008,723413,1022,1111,11
518071041,605989,2141609,32647,5693,1408
518071083,235341,787419,1613,2779,5
518071166,388065,1352773,22909,3395,1191
519070875,572037,2014079,4647,5493,21
519070958,2132525,6946573,111122,23093,4622
520070916,933462,3491607,7806,9161,40
520071041,936947,3033839,6158,7059,32
520071083,1994029,6522007,93100,19006,3562
520071166,66518,177164,2602,1375,160
520071541,102470,205146,279,1232,4
521070875,95016,210876,20067,1486,198
521070958,1396774,4300701,8497,10291,67
521071000,94481,114404,0,0,0
521071500,76512,195521,287,703,4
521071791,288615,723344,1146,6589,457
521071875,57953,110948,54,1079,1
521072041,422075,1287920,18075,5440,388
521072125,288757,743011,1196,6631,311
522071000,312045,988568,15597,3596,849
522071041,313415,756502,1265,1629,6
522071125,219945,749238,1642,2649,9
522071166,150551,541299,1521,2080,5
523071000,387100,1411150,3186,4211,11
523071041,270998,933369,1899,2448,6
523071208,1308141,4544738,9669,12593,69
523071333,1183051,4043255,75334,11889,2909
523071666,176098,472175,578,2062,4
524071208,1611109,4900011,82510,14516,3696
524071250,1393697,4790047,11456,11062,62
524071416,142322,228905,159,318,5
524072000,111544,254184,284,949,2
524072291,90283,149463,856,1660,67
